surah,ayah,word_pos,arabic_form,verb_kind,speaker,verse_sahih
13,27,10,qulo,qul,GOD->Muhammad (Qul),"And those who disbelieved say, ""Why has a sign not been sent down to him from his Lord?"" Say, [O Muhammad], ""Indeed, Allah leaves astray whom He wills and guides to Himself whoever turns back [to Him] -"
13,30,18,qulo,qul,GOD->Muhammad (Qul),"Thus have We sent you to a community before which [other] communities have passed on so you might recite to them that which We revealed to you, while they disbelieve in the Most Merciful. Say, ""He is my Lord; there is no deity except Him. Upon Him I rely, and to Him is my return."""
13,33,12,qulo,qul,GOD->Muhammad (Qul),"Then is He who is a maintainer of every soul, [knowing] what it has earned, [like any other]? But to Allah they have attributed partners. Say, ""Name them. Or do you inform Him of that which He knows not upon the earth or of what is apparent of speech?"" Rather, their [own] plan has been made attracti"
13,36,13,qulo,qul,GOD->Muhammad (Qul),"And [the believers among] those to whom We have given the [previous] Scripture rejoice at what has been revealed to you, [O Muhammad], but among the [opposing] factions are those who deny part of it. Say, ""I have only been commanded to worship Allah and not associate [anything] with Him. To Him I in"
13,43,1,yaquwlu,yaqulu,Disbelievers,"And those who have disbelieved say, ""You are not a messenger."" Say, [O Muhammad], ""Sufficient is Allah as Witness between me and you, and [the witness of] whoever has knowledge of the Scripture."""
13,43,6,qulo,qul,GOD->Muhammad (Qul),"And those who have disbelieved say, ""You are not a messenger."" Say, [O Muhammad], ""Sufficient is Allah as Witness between me and you, and [the witness of] whoever has knowledge of the Scripture."""
14,6,2,qaAla,qala,Moses,"And [recall, O Children of Israel], when Moses said to His people, ""Remember the favor of Allah upon you when He saved you from the people of Pharaoh, who were afflicting you with the worst torment and were slaughtering your [newborn] sons and keeping your females alive. And in that was a great tria"
14,8,1,qaAla,qala,Moses,"And Moses said, ""If you should disbelieve, you and whoever is on the earth entirely - indeed, Allah is Free of need and Praiseworthy."""
14,9,25,qaAlu,qalu,Noah,"Has there not reached you the news of those before you - the people of Noah and 'Aad and Thamud and those after them? No one knows them but Allah. Their messengers brought them clear proofs, but they returned their hands to their mouths and said, ""Indeed, we disbelieve in that with which you have be"
14,10,1,qaAlato,qalat,Noah,"Their messengers said, ""Can there be doubt about Allah, Creator of the heavens and earth? He invites you that He may forgive you of your sins, and He delays your death for a specified term."" They said, ""You are not but men like us who wish to avert us from what our fathers were worshipping. So bring"
14,10,18,qaAlu,qalu,Noah,"Their messengers said, ""Can there be doubt about Allah, Creator of the heavens and earth? He invites you that He may forgive you of your sins, and He delays your death for a specified term."" They said, ""You are not but men like us who wish to avert us from what our fathers were worshipping. So bring"
14,11,1,qaAlato,qalat,Noah,"Their messengers said to them, ""We are only men like you, but Allah confers favor upon whom He wills of His servants. It has never been for us to bring you evidence except by permission of Allah. And upon Allah let the believers rely."
14,13,1,qaAla,qala,Disbelievers,"And those who disbelieved said to their messengers, ""We will surely drive you out of our land, or you must return to our religion."" So their Lord inspired to them, ""We will surely destroy the wrongdoers."
14,21,4,qaAla,qala,UNCLASSIFIED,"And they will come out [for judgement] before Allah all together, and the weak will say to those who were arrogant, ""Indeed, we were your followers, so can you avail us anything against the punishment of Allah?"" They will say, ""If Allah had guided us, we would have guided you. It is all the same for"
14,21,21,qaAlu,qalu,UNCLASSIFIED,"And they will come out [for judgement] before Allah all together, and the weak will say to those who were arrogant, ""Indeed, we were your followers, so can you avail us anything against the punishment of Allah?"" They will say, ""If Allah had guided us, we would have guided you. It is all the same for"
14,22,1,qaAla,qala,Iblis/Satan,"And Satan will say when the matter has been concluded, ""Indeed, Allah had promised you the promise of truth. And I promised you, but I betrayed you. But I had no authority over you except that I invited you, and you responded to me. So do not blame me; but blame yourselves. I cannot be called to you"
14,30,7,qulo,qul,GOD->Muhammad (Qul),"And they have attributed to Allah equals to mislead [people] from His way. Say, ""Enjoy yourselves, for indeed, your destination is the Fire."""
14,31,1,qul,qul,GOD->Muhammad (Qul),"[O Muhammad], tell My servants who have believed to establish prayer and spend from what We have provided them, secretly and publicly, before a Day comes in which there will be no exchange, nor any friendships."
14,35,2,qaAla,qala,Abraham,"And [mention, O Muhammad], when Abraham said, ""My Lord, make this city [Makkah] secure and keep me and my sons away from worshipping idols."
14,44,6,yaquwlu,yaqulu,UNCLASSIFIED,"And, [O Muhammad], warn the people of a Day when the punishment will come to them and those who did wrong will say, ""Our Lord, delay us for a short term; we will answer Your call and follow the messengers."" [But it will be said], ""Had you not sworn, before, that for you there would be no cessation?"
15,6,1,qaAlu,qalu,UNCLASSIFIED,"And they say, ""O you upon whom the message has been sent down, indeed you are mad."
15,15,1,qaAlu,qalu,UNCLASSIFIED,"They would say, ""Our eyes have only been dazzled. Rather, we are a people affected by magic."""
15,28,2,qaAla,qala,Angels,"And [mention, O Muhammad], when your Lord said to the angels, ""I will create a human being out of clay from an altered black mud."
15,32,1,qaAla,qala,UNCLASSIFIED,"[Allah] said, O Iblees, what is [the matter] with you that you are not with those who prostrate?"""
15,33,1,qaAla,qala,UNCLASSIFIED,"He said, ""Never would I prostrate to a human whom You created out of clay from an altered black mud."""
15,34,1,qaAla,qala,UNCLASSIFIED,"[Allah] said, ""Then get out of it, for indeed, you are expelled."
15,36,1,qaAla,qala,UNCLASSIFIED,"He said, ""My Lord, then reprieve me until the Day they are resurrected."""
15,37,1,qaAla,qala,UNCLASSIFIED,"[Allah] said, ""So indeed, you are of those reprieved"
15,39,1,qaAla,qala,UNCLASSIFIED,"[Iblees] said, ""My Lord, because You have put me in error, I will surely make [disobedience] attractive to them on earth, and I will mislead them all"
15,41,1,qaAla,qala,UNCLASSIFIED,"[Allah] said, ""This is a path [of return] to Me [that is] straight."
15,52,4,qaAlu,qalu,Abraham,"When they entered upon him and said, ""Peace."" [Abraham] said, ""Indeed, we are fearful of you."""
15,52,6,qaAla,qala,Abraham,"When they entered upon him and said, ""Peace."" [Abraham] said, ""Indeed, we are fearful of you."""
15,53,1,qaAlu,qalu,Abraham,"[The angels] said, ""Fear not. Indeed, we give you good tidings of a learned boy."""
15,54,1,qaAla,qala,Angels,"He said, ""Have you given me good tidings although old age has come upon me? Then of what [wonder] do you inform?"""
15,55,1,qaAlu,qalu,Angels,"They said, ""We have given you good tidings in truth, so do not be of the despairing."""
15,56,1,qaAla,qala,Angels,"He said, ""And who despairs of the mercy of his Lord except for those astray?"""
15,57,1,qaAla,qala,Abraham,"[Abraham] said, ""Then what is your business [here], O messengers?"""
15,58,1,qaAlu,qalu,Abraham,"They said, ""Indeed, we have been sent to a people of criminals,"
15,62,1,qaAla,qala,Lot,"He said, ""Indeed, you are people unknown."""
15,63,1,qaAlu,qalu,Lot,"They said, ""But we have come to you with that about which they were disputing,"
15,68,1,qaAla,qala,Lot,"[Lot] said, ""Indeed, these are my guests, so do not shame me."
15,70,1,qaAlu,qalu,Lot,"They said, ""Have we not forbidden you from [protecting] people?"""
15,71,1,qaAla,qala,Lot,"[Lot] said, ""These are my daughters - if you would be doers [of lawful marriage]."""
15,89,1,qulo,qul,GOD->Muhammad (Qul),"And say, ""Indeed, I am the clear warner"" -"
15,97,7,yaquwlu,yaquluna,UNCLASSIFIED,And We already know that your breast is constrained by what they say.
16,24,2,qiyla,qila,UNCLASSIFIED,"And when it is said to them, ""What has your Lord sent down?"" They say, ""Legends of the former peoples,"""
16,24,7,qaAlu,qalu,UNCLASSIFIED,"And when it is said to them, ""What has your Lord sent down?"" They say, ""Legends of the former peoples,"""
16,27,5,yaquwlu,yaqulu,Disbelievers,"Then on the Day of Resurrection He will disgrace them and say, ""Where are My 'partners' for whom you used to oppose [the believers]?"" Those who were given knowledge will say, ""Indeed disgrace, this Day, and evil are upon the disbelievers"" -"
16,27,12,qaAla,qala,Disbelievers,"Then on the Day of Resurrection He will disgrace them and say, ""Where are My 'partners' for whom you used to oppose [the believers]?"" Those who were given knowledge will say, ""Indeed disgrace, this Day, and evil are upon the disbelievers"" -"
16,30,1,qiyla,qila,Disbelievers,"And it will be said to those who feared Allah, ""What did your Lord send down?"" They will say, ""[That which is] good."" For those who do good in this world is good; and the home of the Hereafter is better. And how excellent is the home of the righteous -"
